Hid,State,City,Category,Alcohol,Hotel Name,Address,Start Date,Expiry Date,Total Rooms
459,Kerala,Tirur,3 Star,,Hotel Salkara,"Manjadi,Tirur Road, Kuttippuram PO, Pin 679571, Tirur Taluk, Malappuram Dist., Kerala.",30/09/2022,29/09/2027,11
460,Kerala,Valancherry,3 Star,,SWAGATH INN,"PATTAMBI ROAD, VALANCHERY ",30/09/2022,29/09/2027,12
461,Kerala,Varkala,3 Star,,Hindustan Beach Retreat,"Papanasam Beach, Janardhanapuram PO,",20/11/2018,19/11/2023,27
462,Kerala,Varkala,3 Star,,hotel varkala park international,"Station Road Varkala , Thiruvananthapuram-695141",9/6/2020,8/6/2025,16
463,Kerala,Wayanad,3 Star,,HOTEL SAUGANDHIKA WEST GATE,"Kolagapara P O, Meenangadi , Wayanad District",11/1/2023,10/1/2028,12
464,Kerala,Wayanad,3 Star,,Hotel Manasasaras,"Thalassery Road, Mananthavady, Wayand - 670 645",28/09/2018,27/09/2023,13
465,Kerala,Wayanad,3 Star,,HOTEL MAYO,"MENNANGADI,WAYANAD DISTRICT",25/10/2021,24/10/2026,12
466,Kerala,Wayanad,3 Star,,HOTEL VANARANI,"MEENANGADI, WAYANAD",22/11/2021,21/11/2026,10
467,Kerala,Wayanad,3 Star,,STERLING HOLIDAY RESORTS LTD,"STERLING HOLIDAY RESORTS LTD, VALLU VADI POST, VALLUVADI VILLAGE, SULTHAN BATHERRY, WAYANAD DISTRICT.",29/03/2019,28/03/2024,61
468,Madhya Pradesh,Avarghani,3 Star,,PENCH JUNGLE CAMP,"PENCH NATIONAL PARK, VILLAGE AVARGHANI, TEH. KURAI,",4/1/2023,3/1/2028,31
469,Madhya Pradesh,Bhopal,3 Star,,HOTEL AMER PALACE,"209 ZONE 1, MP NAGAR",4/7/2019,3/7/2024,55
470,Madhya Pradesh,Bhopal,3 Star,,Hotel Amer Palace,"209, Zone-1, MP Naagr, Bhopal",4/7/2019,3/7/2024,55
471,Madhya Pradesh,Tikamgarh,3 Star,,Silver Estate Resort,"6 Mile Stone, Jhansi Road, Phadikhurd, Tikamgarh",26/10/2022,25/10/2027,50
472,Maharashtra,Ahmednagar,3 Star,,Hotel Yash Grand ,"Near Kinetic Chowk, Nagar-Pune Road, Ahmednagar. ",7/7/2022,6/7/2027,27
473,Maharashtra,Amravati,3 Star,,THE GRAND MEHFIL,"NAZUL PLOT NO. 11-2, SHEET NO. 31,BEHIND DAYA SAGAR HOSPITAL, GIRLS HIGH SCHOOL SQUARE,CAMP ROAD,",15/02/2019,14/02/2024,79
474,Maharashtra,Andheri (East),3 Star,,Hotel Om Tunga Vihar,"Plot No. B 11, MIDC Central Road, Andheri (East).",29/07/2022,28/07/2027,20
475,Maharashtra,Andheri (East),3 Star,,The Regale by Tunga(A unit of Hotel Tunga Regale (India) Pvt. Ltd.),"PLOT NO. 31, PHASE II, MIDC, CENTRAL ROAD, ANDHERI EAST, MUMBAI 400 093 Andheri (East)",29/07/2022,28/07/2027,49
476,Maharashtra,Aurangabad,3 Star,,LEMON TREE HOTEL AURANGABAD,"R-7 2, AIRPORT ROAD, CHIKALTHANA, AURANGABAD",7/7/2022,6/7/2027,102
477,Maharashtra,Lonavala,3 Star,,The Fern (A Unit of Agarwal Hospitality Pvt. Ltd.),S. No. 84 - 1 to 4 off Mumbai pune expressway near Lonavala expressway exit Valavan Maval Lonavala Pune,8/3/2020,7/3/2025,80
478,Maharashtra,Mulshi,3 Star,,Atmantan Resort Wellness Health Centre ,"Village Palse, Mulshi, Pune ",9/5/2022,8/5/2027,108
479,Maharashtra,Mumbai,3 Star,,Citizen Hotel (A UNIT OF CITIZEN HOTELS PVT. LTD.),"960, JUHU TARA ROAD, JUHU BEACH Mumbai",6/7/2020,5/7/2025,43
480,Maharashtra,Mumbai,3 Star,,HOTEL SUNCITY RESIDENCY,16TH ROAD MIDC MAROL ANDHERI EAST MUMBAI 400093,27/05/2019,26/05/2024,35
481,Maharashtra,MUMBAI,3 Star,,Hotel Tunga Paradise,"Plot No. 16, MIDC Central Road, Andheri (East), Mumbai, Maharashtra. City : Mumbai MUMBAI MUMBAI",15/07/2022,14/07/2027,40
482,Maharashtra,Mumbai,3 Star,,KEYS HOTEL NESTOR ,"382 SWAROOP ENCLAVE, MAKHWANA ROAD , OFF MILITARY ROAD , OPP ECO PARK BUILD., MAROL, ANDHERI EAST , MUMBAI -400059. Mumbai",4/7/2019,3/7/2024,100
483,Maharashtra,Mumbai,3 Star,,"Kohinoor Elite, A Unit of Kohinoor Elite Hotels Pvt Ltd. ","Kohinoor City, Kirol Road, Near American School of Bombay, Off LBS Marg, Kurla (West). Mumbai",8/4/2021,7/4/2026,100
484,Maharashtra,Mumbai,3 Star,,Peninsula Redpine Hotel (A Unit of The Competent Hotel Private Limited,"CTS 1355, Andheri-Kurla Road, Marol, Mumbai Mumbai",11/3/2022,10/3/2027,29
485,Maharashtra,Mumbai,3 Star,,Sea Palace Hotel,"P.J Ramchandani Marg, Apollo Bunder, Colaba, Mumbai-400001",1/5/2019,30/04/2024,47
486,Maharashtra,Mumbai,3 Star,,Soho House Mumbai,"Plot no. 16, Juhu Tara Road, Santa Cruz (W), Mumbai Mumbai Mumbai",2/9/2019,1/9/2024,36
487,Maharashtra,Mumbai,3 Star,,THE MIRADOR,"131-B, NEW LINK ROAD, CHAKALA, ANDHERI (EAST), MUMBAI - 400099",17/11/2022,16/11/2027,106
488,Maharashtra,Nagpur,3 Star,,Hotel Naivedhyam North Star,"28 A, Jagdamba Niwas, Near Koradi, Nagpur - 441111",18/02/2020,17/02/2025,38
489,Maharashtra,Nagpur,3 Star,,Tadoba Vanya Villas Resort and Spa (a unit of Royale Blue Resorts India Private Limited),"Khasra No.41,144,152,154,155 & 402.AT MOUZA CHETI, TEHSIL CHIMUR, DIST. CHANDRAPUR, NEAR TADOBA ANDHERI TIGER RESERVE, MAHARASHTRA Nagpur",21/11/2022,20/11/2027,36
490,Maharashtra,Nashik,3 Star,,Hotel Grand Rio (A Unit of CMP Hospitality) ,"S. NO- 881-2-PLOT NO -3, RAJIV NAGAR, CHADDA CHOWK, OFF MUMBAI AGRA ROAD Nashik",15/05/2019,14/05/2024,45
491,Maharashtra,Navi Mumbai,3 Star,,HOTEL HIGHWAY VIEW,"PLOT NO.3, SECTOR-24. OPP. SANPADA RAILWAY STATION, MUMBAI PUNE HIGHWAY, NAVI MUMBAI",7/8/2020,6/8/2025,20
492,Maharashtra,Navi Mumbai,3 Star,,Hotel Supreme Heritage,"Plot No. L-2, Sector -19, Vashi , Navi Mumbai- 400703",16/07/2019,15/07/2024,61
493,Maharashtra,Palghar,3 Star,,ANCHAVIYO RESORTS,BHARAT AGRI FERT AND REALITY LTD SURVEY NO 155 7 8 9 10 VILLAGE KHARIVALI TALUKA WADA DIST MAHARASHTRA,9/5/2019,8/5/2024,16
494,Maharashtra,Pune,3 Star,,Ginger Pune-Wakad,Ginger Hotel Kala Khdak Near Indira College Wakad naka Wakad,25/01/2019,24/01/2024,127
495,Maharashtra,Pune,3 Star,,IBIS HOTEL - PUNE (UNIT OF INTERGLOBE HOTELS PRIVATE LIMITED),"Survey No: 32, Viman Nagar, Nagar Road, Pune, Maharashtra - 411014, India",15/10/2018,14/10/2023,160
496,Maharashtra,Thane,3 Star,,GCC HOTEL AND CLUB,"GCC HOTELS PVT. LTD., 92-1, OFF. MIRA BHAYANDER ROAD, MIRA ROAD EAST, THANE.",25/07/2019,24/07/2024,106
497,Maharashtra,Thane,3 Star,,GCC Hotels Private Limited,"GCC Hotel and club, S.no. 921, off Mira Bhayander road, near vijay sales, Mira Road East, Thane - 401107",20/08/2018,19/08/2023,48
498,Maharashtra,Thane,3 Star,,Krishna Palace,35-36 MIDC Additional Ambernath East Thane,29/05/2019,28/05/2024,58
499,Manipur,Imphal*,3 Star,,"Elora Hotel, a unit of Chingao Hotel and Resorts Pvt. Ltd.","Ward No. 9, Indo Myanmar Road, Moreh, Chandel District",27/07/2018,26/07/2023,28
500,Meghalaya,Shillong*,3 Star,,HOTEL POINISUK,"LAITUMKHRAH MAIN ROAD, UPLAND ROAD, NONGKYNRIH",31/10/2018,30/10/2023,30
501,Odisha,Angul,3 Star,,ASHIANA HILL VIEW,"ADARSH VIHAR , PANCHA MAHALA , NEAR RTO OFFICE , ANGUL",25/03/2022,24/03/2027,80
502,Odisha,Jajpur Road,3 Star,,Ginger Hotel Kalinganagar,"Ginger Hotel, Opp Tata Steel Gate no 3, Khurunti, Kalinganagar, Odisha, 755026",8/8/2022,7/8/2027,93
503,Odisha,Jharsuguda,3 Star,,THR ORCHARD (Garden Palace Hotels Resorts Pvt Ltd,"Bypass Road, Ekatali, Jharsuguda",7/7/2022,6/7/2027,50
504,Odisha,Puri,3 Star,,"MAYFAIR Waves, Puri","Chakratirtha Road, Puri- 752002, Puri District, Odisha",19/04/2021,18/04/2026,34
505,Odisha,Talcher,3 Star,,Hotel Surya Garden,"Netaji Subas Bose Marg, Main Road, Talcher, Dist: Angul, Odisha, PIN: 759107",8/4/2021,7/4/2026,38
506,Punjab,Jalandhar,3 Star,,COUNTRY INN SUITES BY RADISSON A UNIT OF HAYRE REGENCY HOTELS PRIVATE LIMITED,NEAR BSF CHOWK G.T ROAD ,29/03/2019,28/03/2024,45
507,Punjab,Jalandhar,3 Star,,Hotel Imperia Suites,"Vasant Vihar Road, Shanker Garden, Near Income Tax Colony, Jalandhar",22/01/2020,21/01/2025,18
508,Rajasthan,Jaipur,3 Star,,Hotel Le Grande ,Jaipur Road Chomu ,11/1/2023,10/1/2028,19
509,Rajasthan,Jaipur,3 Star,,Mansingh Towers,"Hotel Mansingh Towers, Sansar Chandra Road",15/07/2020,14/07/2025,53
510,Rajasthan,Jaipur,3 Star,,RCL JAIPUR,"Ginger Hotel, Hawa Sadak, Civils Lines, Jaipur",11/1/2023,10/1/2028,103
511,Tamil Nadu,Chennai*,3 Star,,BEVERLY,NO 17 RAJARATHINAM ROAD KILPAUK CHENNAI,22/04/2019,21/04/2024,52
512,Tamil Nadu,Thanjavur,3 Star,,SANGAM HOTELS,"TRICHY ROAD, THANJAVUR",15/10/2022,14/10/2027,57
513,Telangana,Hyderabad,3 Star,,BESTWESTERN ASHOKA,"6-1-70, LAKDI-KA-PUL",1/4/2022,31/03/2027,88
514,Telangana,HYDERABAD,3 Star,,Minerva Grand - Kompally,"Survey No 105, Beside Cine Planet, Kompally,",25/11/2021,24/11/2026,42
515,Telangana,Hyderabad,3 Star,,OHRIS BANJARA (A UNIT OF HOTEL KAMAL PVT LTD ),"D NO 8-2-682 - 3,ROAD NO 12, BANJARA HILLS, HYDERABAD-500034 Hyderabad",31/03/2022,30/03/2027,24
516,Telangana,Hyderabad,3 Star,,Tara,"Hotel Tara, Ramojii Film City, Anajpur, RR District - 501512",11/3/2022,10/3/2027,126
517,Telangana,Hyderabad,3 Star,,VAISHNAOI HOTELS INDIA PVT LTD,"3-2-8481,Kachiguda,Station Road,Kachiguda,Hyderabad.",2/8/2018,1/8/2023,41
518,Uttar Pradesh,Ghaziabad,3 Star,,Fortune Inn Grazia,"Plot No :.1,Sector:.23, Sanjay Nagar,Distt. Centre.",7/10/2019,6/10/2024,50
519,Uttarakhand,Ramnagar,3 Star,,The Manor Kashipur (Unit of R.R.Hotels),"Bazpur Road , Udham singh Nagar, Kashipur , Uttrakhand 244713",22/09/2022,21/09/2027,30
520,West Bengal,Asansol,3 Star,,HOTEL ASANSOL INTERNATIONAL,"66, G.T. ROAD (EAST), ASANSOL",25/03/2022,24/03/2027,42
521,West Bengal,Bankura,3 Star,,HOTEL SAPTAPARNA,"AVINASH SARANI, CHANDMARIDANGA, BANKURA",11/2/2021,10/2/2026,24
522,West Bengal,Bishnupur,3 Star,,HOTEL ANNAPURNA,"COLLEGE ROAD ,P.O- BISHNUPUR, DIST-BANKURA, ",4/7/2019,3/7/2024,45
523,West Bengal,Durgapur,3 Star,,The Peerless Inn Durgapur,"Sahid Khudiram Sarani, City Centre, Durgapur - 713216",25/01/2022,24/01/2027,108
524,West Bengal,Kolkata,3 Star,,ETHNOTEL ( A UNIT OF RAHA HOSPITALITY PVT LTD),"71 I 1 JESSORE ROAD, AIRPORT 2.5 NO GATE Kolkata",6/8/2020,5/8/2025,41
525,West Bengal,Kolkata,3 Star,,GALLERY HOTELS AND RESORTS,"67, BAGMARI ROAD , KOLKATA - 700054",4/1/2023,3/1/2028,34
526,West Bengal,Kolkata,3 Star,,Hotel De Sovrani,DD21 SECTOR I SALT LAKE KOLKATA 700064 Kolkata,10/5/2019,9/5/2024,55
527,West Bengal,Kolkata,3 Star,,Hotel Walson,5A Sudder Street,15/07/2022,14/07/2027,29
528,West Bengal,Kolkata,3 Star,,IBIS HOTEL - KOLKATA (A UNIT OF INTERGLOBE HOTELS PRIVATE LIMITED),"NO:30 - 1111, PLOT NO. BG - 9, STREET NO: 1111, NEW TOWN, POLICE STATION DISTT. NORTH 24, PARGANAS, KOLKATA - 700156, WEST BENGAL",30/01/2020,29/01/2025,189
529,West Bengal,Kolkata,3 Star,,Jameson Inn Shiraz,56 Park Street,7/11/2019,6/11/2024,40
530,West Bengal,Kolkata,3 Star,,Kolkatta Hotels Ltd (Holiday Inn Express-Airport Kolkata),"28, jessore road, nscbi airport, dum dum",25/10/2021,24/10/2026,130
531,West Bengal,Kolkata,3 Star,,Park Prime Kolkata (A unit of Chocolate Hotels Pvt. Ltd.),"226, AJC BOSE ROAD,KOLKATA Kolkata",19/02/2021,18/02/2026,62
532,West Bengal,Kolkata,3 Star,,REGENTA LARICA INN,"BISWA BANGLA ROAD , NOAPARA , CHINAR PARK , RAJARHAT , NEW TOWN , KOLKATA 700157 kolkata",4/7/2019,3/7/2024,45
533,West Bengal,Kolkata,3 Star,,SENS HOTELS PVT LTD - UNIT (BRAND) REGENTA ORKO'S KOLKATA by Royal Orchid Hotels,"621, PRANTIK PALLY, KASBA, KOLKATA - 700 107",1/4/2022,31/03/2027,69
534,West Bengal,Kolkata,3 Star,,The Fern Residency Kolkata (a unit of Protect Vanijya Pvt. Ltd.,"AS 213, NOAPARA, 204 MAIN ARTERIAL ROAD,NEW TOWN,KOLKATA-700157.",2/11/2020,1/11/2025,48
535,West Bengal,Kolkata,3 Star,,The Golden Park,13 Ho Chi Minh Sarani,1/9/2020,31/08/2025,50
536,West Bengal,Kolkata,3 Star,,VICTORIA HOTEL,"45, CHINAR PARK, KOLKATA",4/1/2023,3/1/2028,34
537,Andhra Pradesh,Kakinada,4 Star,With Alcohol,Grand Kakinada by GRT Hotels,"11-3-11, Veterinary hospital road, Ramarao Peta, Kakinada",7/12/2022,6/12/2027,83
538,Andhra Pradesh,Vijayawada,4 Star,With Alcohol,Quality Hotel D V Manor,"40-1-47, M G Road, Vijayawada - 520 010 Vijayawada",17/12/2018,16/12/2023,119
539,Andhra Pradesh,Visakhapatnam,4 Star,With Alcohol,Fairfield By Marriott (A Unit Of KSR Developers Pvt Ltd),"S.No.106-1B2, Marripalem, near R&B Guest House, Madhavadhara Area,",7/10/2019,6/10/2024,121
540,Andhra Pradesh,Visakhapatnam,4 Star,With Alcohol,FORTUNE INN SREEKANYA,D.NO 47-10-34&35 NEAR DIAMOND PARK DWARAKANAGAR ,18/11/2019,17/11/2024,68
541,Andhra Pradesh,Visakhapatnam,4 Star,With Alcohol,HOTEL DASPALLA,"28-2-48,SURYABAGH, VISAKHAPATNAM ",1/10/2019,30/09/2024,125
542,Andhra Pradesh,Visakhapatnam,4 Star,With Alcohol,WelcomHotel Grand Bay,"15-1-44 Maharanipeta , Beach road, visakhapatnam",30/03/2020,29/03/2025,104
543,Chhattisgarh,Bilaspur,4 Star,With Alcohol,HOTEL EAST PARK,"AGRASEN CHOWK, LINK ROAD NO 1",22/09/2022,21/09/2027,78
544,Chhattisgarh,Raipur*,4 Star,With Alcohol,HOTEL GRAND IMPERIA (UNIT OF GRAND ARSH,VIP ROAD RAIPUR ,30/03/2022,29/03/2027,30
545,Chhattisgarh,Raipur*,4 Star,With Alcohol,Clarks Inn Suites,"GE Road, Near VIP Square, Telibandha, Raipur",8/4/2021,7/4/2026,51
546,Chhattisgarh,Raipur*,4 Star,With Alcohol,HOTEL BABYLON INN PVT LTD,"JAIL ROAD, RAIPUR",17/10/2019,16/10/2024,72
547,Chhattisgarh,Raipur*,4 Star,With Alcohol,HOTEL CELEBRATION,"SHRI GURU GOVIND SINGH SQUARE, JAIL ROAD",17/05/2019,16/05/2024,43
548,Chhattisgarh,Raipur*,4 Star,With Alcohol,Hyatt Raipur (A Unit of Chartered Hotels Private Limited),"Magneto The Mall, N.H. 6 Labhandi, Raipur, Chhattisgarh, India, 492 001",9/5/2022,8/5/2027,105
549,Chhattisgarh,Raipur*,4 Star,With Alcohol,Sayaji Hotel Raipur,"GE Road, Behind Magneto Mall |Raipur â€“ ",30/03/2022,29/03/2027,101
550,Delhi,Delhi,4 Star,With Alcohol,Crowne Plaza Mayur Vihar,"13B, Mayur Vihar District Center, Delhi-110091 Delhi",7/2/2022,6/2/2027,159
551,Delhi,Delhi,4 Star,With Alcohol,HOLIDAYINN,"ASSET AREA-12, HOSPITALITY DISTRICT, AEROCITY",25/07/2022,24/07/2027,265
552,Delhi,Delhi,4 Star,With Alcohol,Hotel City Park,"KP Block,Pitampura",2/8/2018,1/8/2023,58
553,Delhi,Delhi,4 Star,With Alcohol,Hotel Holiday Inn,"Plot NO. 13A, Mayur Vihar District Center",5/2/2022,4/2/2027,192
554,Delhi,New Delhi,4 Star,With Alcohol,Crowne Plaza New Delhi Rohini,"Plot 3B 1, Twin District Centre, Sector 10, Rohini, New Delhi",8/3/2020,7/3/2025,183
555,Delhi,New Delhi,4 Star,With Alcohol,CROWNE PLAZA NEW DELHI ROHINI,"PLOT NO. 3B1, TWIN DISTRICT CENTRE, SECTOR-10, ROHINI, DELHI",8/3/2020,7/3/2025,183
556,Delhi,New Delhi,4 Star,With Alcohol,CROWNE PLAZA TODAY NEW DELHI OKHLA,"PLOT NO. 1, COMMUNITY CENTRE, OKHLA PHASE-I, NEW DELHI-110020.",11/3/2022,10/3/2027,208
557,Delhi,New Delhi,4 Star,With Alcohol,EDENPARK HOTELS PVT LTD,"SHAHEED JEET SINGH MARG, NEW DELHI - 110016",22/07/2019,21/07/2024,30
558,Delhi,New Delhi,4 Star,With Alcohol,"Hilton Garden Inn New Delhi ,Saket","A-4,DLF Place Saket District Center, New Delhi-110017",18/12/2018,17/12/2023,115
559,Delhi,New Delhi,4 Star,With Alcohol,PRIDE HOTEL LIMITED,"ASSET-5A, AEROCITY, IGI AIRPORT, NEW DELHI-110037",20/11/2018,19/11/2023,378
560,DNH & DD,Silvassa*,4 Star,With Alcohol,RAS RESORTS,128 P (I) SILVASSA NAROLI ROAD,9/5/2022,8/5/2027,97
561,Goa,Arpora,4 Star,With Alcohol,Sun Village Resorts Pvt Ltd,Saquawadi Baga Arpora Bardez Goa,30/11/2022,29/11/2027,135
562,Goa,Mapusa,4 Star,With Alcohol,Nanu Beach Resort And Spa,"H NO. 264, S NO. 58-1, GIRKARWADA, ARAMBOL, PERNEM, GOA 403524 Mapusa",29/03/2019,28/03/2024,62
563,Goa,Margao,4 Star,With Alcohol,Nanu Resort,"Betalbatim Beach, Salcete, Goa Margao",17/11/2022,16/11/2027,72
564,Goa,vasco da gama,4 Star,With Alcohol,THE HQ ,SWATANTRA PATH P.O BOX NO 31 VASCO ,1/10/2019,30/09/2024,50
565,Haryana,Faridabad,4 Star,With Alcohol,ART AND CRAFT LALIT HOTEL,"ART & CRAFT LALIT HOTEL FARIDABAD - GURGAON ROAD, NEAR MANGAR POLICE CHOWKI, VILLAGE MANGAR, FARIDABAD.",12/1/2019,11/1/2024,35
566,Haryana,Gurgaon,4 Star,With Alcohol,Best Western Resort Country Club (Prop.Raghav Farms and Resorts Pvt Ltd),"Vill.Para,Tehsil Tauru,Pachgaon-Tauru Road, Near Manesar",28/12/2018,27/12/2023,117
567,Haryana,Gurgaon,4 Star,With Alcohol,CLARENS HOTEL,"PLOT NO 363, 364, SECTOR 10, GURGAON",28/08/2018,27/08/2023,32
568,Haryana,Gurgaon,4 Star,With Alcohol,CLARENS HOTEL,PLOT NO 363364 SECTOR-29 GURUGRAM,28/08/2018,27/08/2023,32
569,Haryana,Gurgaon,4 Star,With Alcohol,Hilton Garden Inn ,"Sector-50, Gurgaon Baani Square Village -Adampur , PIN-122002",21/10/2019,20/10/2024,201
570,Haryana,Gurgaon,4 Star,With Alcohol,HILTON GARDEN INN,VILLAGE ADAMPUR SECTOR - 50 GURGAON,21/10/2019,20/10/2024,201
571,Haryana,Gurgaon,4 Star,With Alcohol,Park Plaza Gurgaon,"B Block, Sushant Lok-1, Gurgaon Haryana",20/11/2019,19/11/2024,45
572,Haryana,Gurgaon,4 Star,With Alcohol,Park Premier (A Unit of Punihani International),"353-357, City Center, Sector 29",25/10/2021,24/10/2026,94
573,Jharkhand,Dhanbad,4 Star,With Alcohol,SONOTEL HOTELS RESORTS PRIVATE LTD.,"OZONE GALLERIA MALL, FLOOR5, SARAIDHELA, Dhanbad",8/8/2022,7/8/2027,56
574,Karnataka,Bangalore,4 Star,With Alcohol,ALOFT BENGALURU CESSNA BUSINESS PARK,"Aloft Bengaluru Cessna Business Park ,Cessna Business Park , Sarjapur- Marathahalli Outer Ring Road. Kadubeesanahalli, Bellandur Post, Bengaluru- 560103, Karnataka ",1/10/2019,30/09/2024,191
575,Karnataka,Bangalore,4 Star,With Alcohol,Radisson Bengaluru City Center,"No. 2, Gangadhar Chetty Road, Ulsoor, Bengaluru",19/08/2019,18/08/2024,81
576,Karnataka,Bangalore,4 Star,With Alcohol,Royal Orchid Central ,No 47-1 Manipal Centre Dickenson Road ,12/2/2019,11/2/2024,129
577,Karnataka,Bangalore,4 Star,With Alcohol,ST MARKS HOTEL PVT LTD,"41, St.mark's Road Bangalore",1/4/2022,31/03/2027,96
578,Karnataka,Belgaum,4 Star,With Alcohol,Fairfield by Marriott Belagavi,"132 7-9, Gogte Plaza, Kakti, Belagavi , Karnataka ",26/05/2022,25/05/2027,114
579,Karnataka,Udupi,4 Star,With Alcohol,COUNTRY INN AND SUITES BY RADISSON MANIPAL,"A UNIT OF HIRANYA BUILDERS PVT LTD,RAJATHADRI ROAD, VIDYARATHNA NAGAR, SHIVALLI VILLAGE, MUDUPERAMPALLI MANIPAL UDUPI",7/12/2022,6/12/2027,54
580,Kerala,Adoor,4 Star,With Alcohol,HOTEL NEW INDRAPRASTHA,"ADOOR PO, PATHANAMTHITTA",28/08/2020,27/08/2025,20
581,Kerala,Adoor,4 Star,With Alcohol,HOTEL WYTE PORTICO,"Karuvatta, Adoor P.O, Pathanamthitta Dist.",9/1/2019,8/1/2024,19
582,Kerala,Alappuzha,4 Star,With Alcohol,ASWINI RESIDENCY,"T.B.ROAD.CHERTHALA,",22/02/2022,21/02/2027,10
583,Kerala,Alappuzha,4 Star,With Alcohol,Hotel Coral Heights,"Sree Krishna Temple Road, Ambalapuzha",17/05/2019,16/05/2024,20
584,Kerala,Alappuzha,4 Star,With Alcohol,HOTEL MITHILA,"ERAMALLOOR P.O, ALAPPUZHA",2/8/2019,1/8/2024,10
585,Kerala,Alappuzha,4 Star,With Alcohol,Karapuram Residency,"Karapuram Residency,kanichukulangara,Cherthala,",9/7/2019,8/7/2024,14
586,Kerala,Alappuzha,4 Star,With Alcohol,SAUGANDHIKA RESIDENCY,"Nangiarkulangara,Haripad,",30/03/2022,29/03/2027,19
587,Kerala,Alappuzha,4 Star,With Alcohol,SREELAKSHMI RESIDENCY,"SREELAKSHMI RESIDENCY, ELIPPAKKULAM, CHOONAD, VALLIKUNNAM P.O.,",26/12/2018,25/12/2023,19
588,Kerala,Angamaly,4 Star,With Alcohol,HOTEL SURYA TOWERS,"RAILWAY STATION ROAD, ANGAMALY, ERNAKULAM DISTRICT",31/12/2019,30/12/2024,36
589,Kerala,Calicut,4 Star,With Alcohol,Westway Hotel ( A Unit of Sams Property Developers and Hotels Pvt. Ltd.),"West Nadakkavu, Kozhikode.",17/08/2020,16/08/2025,61
590,Kerala,Chalakudy,4 Star,With Alcohol,HOTEL SIDHARTHA (A UNIT OF DALE AND CARRINGTON INVESTMENT PVT LTD),"CHALAKKUDY PO, RAILWAY STATION ROAD, TRICHUR",16/03/2021,15/03/2026,27
591,Kerala,Chalakudy,4 Star,With Alcohol,Kallely`s Park Inn,"Main Road, Chalakudy,",5/12/2019,4/12/2024,13
592,Kerala,CHERAI,4 Star,With Alcohol,Blue Waters Cherai ,"Beach Road, Cherai ",7/12/2022,6/12/2027,25
593,Kerala,Cherthala,4 Star,With Alcohol,HOTEL TRAVANCORE PALACE ,"11,TH MILE, CHERTHALA P.O.",31/03/2022,30/03/2027,17
594,Kerala,Ernakulam,4 Star,With Alcohol,The Mercy Luxury Business Hotel,"M.G.Road, Ravipuram, Kochi",4/6/2020,3/6/2025,41
595,Kerala,Ernakulam,4 Star,With Alcohol,Abaam Hotel,"opposite Vyttila Mobility Hub, Kaniampuzha road, Vyttila, Cochin",8/4/2021,7/4/2026,27
596,Kerala,Ernakulam,4 Star,With Alcohol,CRB COCHIN PALACE,"55-1833 A1, A2, A3, A4, K P VALLON ROAD, KADAVANTHRA",8/6/2020,7/6/2025,16
597,Kerala,Ernakulam,4 Star,With Alcohol,GRAND HOTEL,"M.G.ROAD,ERNAKULAM",11/10/2019,10/10/2024,38
598,Kerala,Ernakulam,4 Star,With Alcohol,HOTEL CEE CEE TOWER,"HOTEL CEE CEE TOWER, CHANDRAMANGALAM JUNCTION, NORTH PARAVUR, ERNAKULAM - DIST, KERALA- STATE, PIN - 683513",30/03/2020,29/03/2025,20
599,Kerala,Ernakulam,4 Star,With Alcohol,Hotel Cloud 9,"Bypass Road , Kothamangalam , Ernakulam.",30/11/2022,29/11/2027,18
600,Kerala,Ernakulam,4 Star,With Alcohol,Hotel Crystal Plaza,Banerji Road Highcourt Junction Ernakulam,7/1/2022,6/1/2027,12
601,Kerala,Ernakulam,4 Star,With Alcohol,HOTEL HILL VIEW,"CIVIL LANE ROAD, PADAMUGHAL,KAKKANAD,",8/4/2021,7/4/2026,33
602,Kerala,Ernakulam,4 Star,With Alcohol,HOTEL N.M.ROYALE COUNTY,"K.R.L ROAD,THRIPUNITHURA,KOCHI",13/10/2020,12/10/2025,27
603,Kerala,Ernakulam,4 Star,With Alcohol,Hotel Navarathna,"N H Bye Pass, Aluva",6/11/2019,5/11/2024,16
604,Kerala,Ernakulam,4 Star,With Alcohol,Hotel Park Residency,"Near Civil Station, Seaport-Airport Road, Kakkanad, Ernakulam",27/05/2020,26/05/2025,27
605,Kerala,Ernakulam,4 Star,With Alcohol,HOTEL VKJ INTERNATIONAL,"Thattekad Bird Sanctuary Via, Kuttampuzha, Kothamangalam, Ernakulam",31/03/2019,30/03/2024,21
606,Kerala,Ernakulam,4 Star,With Alcohol,KABANI REGENCY,"karimugal,Ernakulam.",15/06/2021,14/06/2026,18
607,Kerala,Ernakulam,4 Star,With Alcohol,Lotus 8 A'part hotels,"Opp. Cochin international airport, vapalassery p.o., Nedumbassery, Ernakulam",11/12/2018,10/12/2023,58
608,Kerala,Ernakulam,4 Star,With Alcohol,LOVEDONS GRAND,"Karimugal,Ernakulam",3/12/2019,2/12/2024,10
609,Kerala,Ernakulam,4 Star,With Alcohol,LOVELAND RESIDENCY,"Chottanikkara, Ernakulam",16/07/2021,15/07/2026,10
610,Kerala,Ernakulam,4 Star,With Alcohol,PARAVOOR GALAXY HOTELS PRIVATE LIMITED ,"NEAR CHENDAMANGALAM JUNCTION, CHENDAMANGALAM ROAD, NORTH PARAVOOR, ERNAKULAM DISTRICT ",21/11/2022,20/11/2027,22
